County,X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,Census_Tract,GEOID,total_pop_estimate,white_estimate,black_estimate,native_american_estimate,asian_estimate,pacific_islander_estimate,other_race_estimate,two_or_more_estimate,med_inc_estimate,total_pop_moe,white_moe,black_moe,native_american_moe,asian_moe,pacific_islander_moe,other_race_moe,two_or_more_moe,med_inc_moe
Orleans Parish,-90.081681,29.93199,8973,541094,LOUISE S MCGEHEE SCHOOL,2343 PRYTANIA ST,NEW ORLEANS,LA,70130,22,22071,Orleans Parish,11,29.93199,-90.081681,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22093,22005,2021-2022,22071001740,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.068311,29.93297,8969,538514,ST MICHAEL SPECIAL SCHOOL,1522 CHIPPEWA ST,NEW ORLEANS,LA,70130,22,22071,Orleans Parish,11,29.93297,-90.068311,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22091,22005,2021-2022,22071008200,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.13385,29.947703,8996,A9701687,ST JOAN OF ARC ROMAN CATHOLIC SCHOOL,919 CAMBRONNE ST,NEW ORLEANS,LA,70118,22,22071,Orleans Parish,11,29.947703,-90.13385,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22098,22009,2021-2022,22071000619,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-89.951252,30.05538,8974,1650273,BISHOP MCMANUS ACADEMY,13123 I 10 SERVICE RD,NEW ORLEANS,LA,70128,22,22071,Orleans Parish,11,30.05538,-89.951252,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22100,22003,2021-2022,22071005000,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-93.081559,31.725248,8960,A9501981,OASIS OF LOVE CHRISTIAN ACADEMY,7681 HWY 1 BYP,NATCHITOCHES,LA,71457,22,22069,Natchitoches Parish,33,31.725248,-93.081559,35060,"Natchitoches, LA",2,N,N,N,N,2204,22023,22029,2021-2022,22071980000,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-89.978011,30.05144,8978,A0501711,AUNTIE B PRESCHOOL & KINDERGARTEN,8001 LAFOURCHE ST,NEW ORLEANS,LA,70127,22,22071,Orleans Parish,11,30.05144,-89.978011,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22100,22004,2021-2022,22071009700,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.113694,29.941117,8968,537907,URSULINE ACADEMY HIGH SCHOOL,2635 STATE ST,NEW ORLEANS,LA,70118,22,22071,Orleans Parish,11,29.941117,-90.113694,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22098,22005,2021-2022,22071007700,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.069311,29.98226,8976,A0103840,LIFE OF CHRIST CHRISTIAN ACADEMY,1851 N DORGENOIS ST,NEW ORLEANS,LA,70119,22,22071,Orleans Parish,11,29.98226,-90.069311,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22093,22005,2021-2022,22071002800,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.067966,29.983689,8995,A1990416,ST AUGUSTINE HIGH SCHOOL,2600 A P TUREAUD AVE,NEW ORLEANS,LA,70119,22,22071,Orleans Parish,11,29.983689,-90.067966,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22093,22005,2021-2022,22071001755,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.091111,29.98812,8961,537317,CHRISTIAN BROTHERS SCHOOL,8 FRIEDERICHS AVE,NEW ORLEANS,LA,70124,22,22071,Orleans Parish,11,29.98812,-90.091111,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22094,22004,2021-2022,22071012102,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.071471,29.93869,8981,A0501757,THE CHARTWELL CENTER,1225 MAGAZINE ST,NEW ORLEANS,LA,70130,22,22071,Orleans Parish,11,29.93869,-90.071471,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22093,22005,2021-2022,22071010900,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.107571,30.00419,8998,AA890404,ST PAUL'S EPISCOPAL SCHOOL,6249 CANAL BLVD,NEW ORLEANS,LA,70124,22,22071,Orleans Parish,11,30.00419,-90.107571,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22094,22004,2021-2022,22071003301,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.110551,29.91986,8990,A1501766,ST KATHARINE DREXEL PREPARATORY SCHOOL,5116 MAGAZINE ST,NEW ORLEANS,LA,70115,22,22071,Orleans Parish,11,29.91986,-90.110551,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22098,22005,2021-2022,22071010600,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-89.998821,30.04157,8972,541083,LAKE CASTLE PRIVATE SCHOOL,8400 HAYNE BLVD,NEW ORLEANS,LA,70127,22,22071,Orleans Parish,11,30.04157,-89.998821,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22100,22004,2021-2022,22071008300,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.110571,30.0186,8963,537485,MOUNT CARMEL ACADEMY,7027 MILNE BLVD,NEW ORLEANS,LA,70124,22,22071,Orleans Parish,11,30.0186,-90.110571,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22094,22004,2021-2022,22071001723,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.010601,29.96027,8980,A0501741,LIGHT CITY CHRISTIAN ACADEMY,6117 SAINT CLAUDE AVE,NEW ORLEANS,LA,70117,22,22071,Orleans Parish,11,29.96027,-90.010601,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22099,22003,2021-2022,22071013900,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.093431,29.94371,8988,A1501760,MCMILLIAN'S FIRST STEPS CDC / ACADEMY,2601 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,22,22071,Orleans Parish,11,29.94371,-90.093431,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22091,22005,2021-2022,22071014102,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.074651,29.92353,8989,A1501764,RAPHAEL ACADEMY,500 SORAPARU ST,NEW ORLEANS,LA,70130,22,22071,Orleans Parish,11,29.92353,-90.074651,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22091,22005,2021-2022,22071010800,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.036891,30.01289,8985,A0901606,ST BENEDICT THE MOOR SCHOOL,5010 PIETY DR,NEW ORLEANS,LA,70126,22,22071,Orleans Parish,11,30.01289,-90.036891,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22097,22003,2021-2022,22071003702,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.114043,29.956555,8966,537758,ST MARYS DOMINICAN HIGH SCHOOL,7701 WALMSLEY AVE,NEW ORLEANS,LA,70125,22,22071,Orleans Parish,11,29.956555,-90.114043,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22091,22005,2021-2022,22071009900,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-89.972559,30.024374,8964,537565,RESURRECTION OF OUR LORD,4861 ROSALIA DR,NEW ORLEANS,LA,70127,22,22071,Orleans Parish,11,30.024374,-89.972559,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22100,22003,2021-2022,22071005602,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.082831,30.01932,8993,A1902134,CATHEDRAL MONTESSORI SCHOOL,9 FORTRESS RD,NEW ORLEANS,LA,70122,22,22071,Orleans Parish,11,30.01932,-90.082831,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22097,22004,2021-2022,22071003100,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-89.998254,30.040686,8994,A1902153,HYPE ACADEMY,7901 CROWDER BLVD,NEW ORLEANS,LA,70127,22,22071,Orleans Parish,11,30.040686,-89.998254,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22100,22004,2021-2022,22071012900,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.067101,29.98749,8977,A0304068,THE GOOD SHEPHERD NATIVITY MISSION SCHOOL,1839 AGRICULTURE ST,NEW ORLEANS,LA,70119,22,22071,Orleans Parish,11,29.98749,-90.067101,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22093,22005,2021-2022,22071002300,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Orleans Parish,-90.090094,30.024478,8987,A1501746,CRESCENT CITY MONTESSORI SCHOOL,6645 SPANISH FORT BLVD,NEW ORLEANS,LA,70124,22,22071,Orleans Parish,11,30.024478,-90.090094,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22094,22004,2021-2022,22071009400,22071,380408,123390,216866,818,10680,61,8407,20186,51116,,880,1373,226,275,38,1192,1424,1705
Ouachita Parish,-92.106541,32.53782,9007,A0103844,QUESTECH LEARNING,2401 OLIVER RD,MONROE,LA,71201,22,22073,Ouachita Parish,13,32.53782,-92.106541,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22035,2021-2022,22073001700,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-92.069801,32.59819,9006,2160299,OUACHITA CHRISTIAN SCHOOL,7065 HWY 165 N,MONROE,LA,71203,22,22073,Ouachita Parish,41,32.59819,-92.069801,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22033,2021-2022,22073000200,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-92.115567,32.545689,9003,538886,JESUS THE GOOD SHEPHERD SCHOOL,900 GOOD SHEPHERD LN,MONROE,LA,71201,22,22073,Ouachita Parish,13,32.545689,-92.115567,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22035,2021-2022,22073000100,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-92.062111,32.56665,9005,542291,RIVER OAKS SCHOOL,600 FINKS HIDEAWAY RD,MONROE,LA,71203,22,22073,Ouachita Parish,22,32.56665,-92.062111,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22033,2021-2022,22073010302,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-92.091781,32.52576,9008,A1501763,PREVAILING FAITH CHRISTIAN ACADEMY,1111 PLZ BLVD,MONROE,LA,71201,22,22073,Ouachita Parish,13,32.52576,-92.091781,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22034,2021-2022,22073005500,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-92.186641,32.51015,9010,A9701674,NORTHEAST BAPTIST SCHOOL,5225 I 20 SERVICE RD,WEST MONROE,LA,71292,22,22073,Ouachita Parish,22,32.51015,-92.186641,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22015,22035,2021-2022,22073001700,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Ouachita Parish,-90.088343,29.981415,9001,X0537306,CABRINI HIGH SCHOOL,1400 MOSS ST,NEW ORLEANS,LA,70119,22,22071,Orleans Parish,11,29.981415,-90.088343,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22097,22004,2021-2022,22073010800,22073,159585,91697,59511,266,1854,19,2168,4070,49261,,774,683,177,142,12,461,919,2573
Plaquemines Parish,-92.084487,32.534964,9011,X0538842,ST FREDERICK HIGH SCHOOL,3300 WESTMINISTER AVE,MONROE,LA,71201,22,22073,Ouachita Parish,13,32.534964,-92.084487,33740,"Monroe, LA",1,384,"Monroe-Ruston, LA",N,N,2205,22014,22034,2021-2022,22075050202,22075,23305,14918,4945,285,996,23,375,1763,77996,,287,461,138,63,38,213,569,3933
Rapides Parish,-92.497171,31.33336,9018,A9102980,MONTESSORI EDUCATIONAL CENTER,4209 N BOLTON AVE,ALEXANDRIA,LA,71303,22,22079,Rapides Parish,13,31.33336,-92.497171,10780,"Alexandria, LA",1,N,N,N,N,2205,22026,22029,2021-2022,22079012301,22079,129536,80405,40339,604,1538,15,1301,5334,55407,,444,555,174,262,16,373,723,2017
Rapides Parish,-92.462791,31.30254,9015,538911,OUR LADY-PROMPT SUCCOR SCHOOL,420 21ST ST,ALEXANDRIA,LA,71301,22,22079,Rapides Parish,13,31.30254,-92.462791,10780,"Alexandria, LA",1,N,N,N,N,2205,22026,22029,2021-2022,22079013800,22079,129536,80405,40339,604,1538,15,1301,5334,55407,,444,555,174,262,16,373,723,2017
Rapides Parish,-91.45516,30.688464,9013,1650295,FALSE RIVER ACADEMY,201 MAJOR PKWY,NEW ROADS,LA,70760,22,22077,Pointe Coupee Parish,32,30.688464,-91.45516,12940,"Baton Rouge, LA",1,N,N,N,N,2206,22018,22017,2021-2022,22079012600,22079,129536,80405,40339,604,1538,15,1301,5334,55407,,444,555,174,262,16,373,723,2017
Rapides Parish,-92.538991,31.29506,9017,542622,HOPE BAPTIST SCHOOL,7921 HWY 28 W,ALEXANDRIA,LA,71303,22,22079,Rapides Parish,41,31.29506,-92.538991,10780,"Alexandria, LA",1,N,N,N,N,2205,22025,22031,2021-2022,22079010701,22079,129536,80405,40339,604,1538,15,1301,5334,55407,,444,555,174,262,16,373,723,2017
St. Bernard Parish,-93.429381,32.16381,9021,542382,RIVERDALE ACADEMY,100 RIVERDALE RD,COUSHATTA,LA,71019,22,22081,Red River Parish,42,32.16381,-93.429381,N,N,N,N,N,N,N,2204,22022,22031,2021-2022,22087030700,22087,44038,28618,10499,327,1076,0,563,2955,55857,,471,239,95,58,30,224,471,3072
St. Charles Parish,-89.966779,29.94063,9022,538004,OUR LADY OF PROMPT SUCCOR SCHOOL,2305 FENELON ST,CHALMETTE,LA,70043,22,22087,St. Bernard Parish,21,29.94063,-89.966779,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22103,22003,2021-2022,22089062302,22089,52191,34653,12273,525,492,3,1856,2389,79191,,407,555,291,132,10,516,578,6237
St. James Parish,-90.712821,30.02793,9024,539176,ST PETER CHANEL INTERPAROCHIAL SCHOOL,2590 LA 44,PAULINA,LA,70763,22,22093,St. James Parish,31,30.02793,-90.712821,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22058,22018,2021-2022,22093040300,22093,20090,9938,9732,26,5,46,163,180,62946,,102,118,48,10,94,176,148,9793
St. John the Baptist Parish,-90.499225,30.068129,9025,538241,ST JOAN OF ARC CATHOLIC SCHOOL,412 FIR ST,LA PLACE,LA,70068,22,22095,St. John the Baptist Parish,21,30.068129,-90.499225,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22057,22019,2021-2022,22095070700,22095,41986,13830,23616,158,387,1,1745,2249,65114,,435,549,131,167,2,598,569,5713
St. John the Baptist Parish,-90.561387,30.062144,9027,541684,RIVERSIDE ACADEMY,332 RAILROAD AVE,RESERVE,LA,70084,22,22095,St. John the Baptist Parish,21,30.062144,-90.561387,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22081,22002,2021-2022,22095070300,22095,41986,13830,23616,158,387,1,1745,2249,65114,,435,549,131,167,2,598,569,5713
St. Landry Parish,-92.076921,30.54352,9031,540261,OPELOUSAS CATHOLIC SCHOOL,428 E PRUDHOMME ST,OPELOUSAS,LA,70570,22,22097,St. Landry Parish,31,30.54352,-92.076921,36660,"Opelousas, LA",2,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2205,22040,22024,2021-2022,22097960601,22097,82574,44705,33617,106,459,176,894,2617,44478,,308,470,74,40,200,416,450,2152
St. Landry Parish,-92.417911,30.498344,9029,539788,ST EDMUND CATHOLIC SCHOOL,351 W MAGNOLIA AVE,EUNICE,LA,70535,22,22097,St. Landry Parish,32,30.498344,-92.417911,36660,"Opelousas, LA",2,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2204,22041,22028,2021-2022,22097961900,22097,82574,44705,33617,106,459,176,894,2617,44478,,308,470,74,40,200,416,450,2152
St. Landry Parish,-90.481198,30.084297,9028,1920264,ASCENSION OF OUR LORD CATHOLIC SCHOOL,1809 GREENWOOD DR,LA PLACE,LA,70068,22,22095,St. John the Baptist Parish,21,30.084297,-90.481198,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2202,22057,22019,2021-2022,22097961000,22097,82574,44705,33617,106,459,176,894,2617,44478,,308,470,74,40,200,416,450,2152
St. Landry Parish,-92.080203,30.56565,9032,A0501729,FAMILY WORSHIP CHRISTIAN ACADEMY,433 COMPRESS RD,OPELOUSAS,LA,70570,22,22097,St. Landry Parish,31,30.56565,-92.080203,36660,"Opelousas, LA",2,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2205,22040,22024,2021-2022,22097961200,22097,82574,44705,33617,106,459,176,894,2617,44478,,308,470,74,40,200,416,450,2152
St. Martin Parish,-91.834536,30.089375,9036,A0990063,EVANGEL HOUSE CHRISTIAN ACADEMY,7084 CEMETARY HWY,SAINT MARTINVILLE,LA,70582,22,22099,St. Martin Parish,41,30.089375,-91.834536,29180,"Lafayette, LA",1,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22046,22022,2021-2022,22099020800,22099,51856,34230,14903,135,493,74,177,1844,50806,,345,309,99,38,113,121,415,2405
St. Mary Parish,-91.878461,30.30949,9037,A1592086,LOUISIANA CHRISTIAN SCHOOL,1545 ANSE BROUSSARD HWY,BREAUX BRIDGE,LA,70517,22,22099,St. Martin Parish,41,30.30949,-91.878461,29180,"Lafayette, LA",1,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22046,22022,2021-2022,22101041500,22101,49114,28427,14554,762,625,13,1623,3110,47322,,323,517,91,95,22,379,626,2292
St. Mary Parish,-91.508255,29.793944,9038,540181,HANSON MEMORIAL HIGH SCHOOL,903 ANDERSON ST,FRANKLIN,LA,70538,22,22101,St. Mary Parish,32,29.793944,-91.508255,34020,"Morgan City, LA",2,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22050,22021,2021-2022,22101040200,22101,49114,28427,14554,762,625,13,1623,3110,47322,,323,517,91,95,22,379,626,2292
St. Tammany Parish,-90.098549,30.47424,9041,538343,ST SCHOLASTICA ACADEMY,122 S MASSACHUSETTS ST,COVINGTON,LA,70433,22,22103,St. Tammany Parish,23,30.47424,-90.098549,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22077,22011,2021-2022,22103040602,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-90.181803,30.467965,9043,A0901571,ARCHBISHOP HANNAN HIGH SCHOOL,71324 HWY 1077,COVINGTON,LA,70433,22,22103,St. Tammany Parish,41,30.467965,-90.181803,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22077,22011,2021-2022,22103040401,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-89.735811,30.29405,9051,A9501983,SLIDELL CHRISTIAN ACADEMY,59334 N PEARL DR,SLIDELL,LA,70461,22,22103,St. Tammany Parish,23,30.29405,-89.735811,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22076,22001,2021-2022,22103040710,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-91.206067,29.71308,9039,540465,CENTRAL CATHOLIC  SCHOOL,2100 CEDAR ST UNIT 1,MORGAN CITY,LA,70380,22,22101,St. Mary Parish,32,29.71308,-91.206067,34020,"Morgan City, LA",2,318,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,22051,22021,2021-2022,22103040801,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-90.159678,30.42342,9048,A2192760,LAKE CASTLE MADISONVILLE,235 HWY 21,MADISONVILLE,LA,70447,22,22103,St. Tammany Parish,41,30.42342,-90.159678,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22077,22011,2021-2022,22103040501,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-90.102171,30.47674,9049,A9501940,COVINGTON MONTESSORI SCHOOL,116 N MONROE ST,COVINGTON,LA,70433,22,22103,St. Tammany Parish,23,30.47674,-90.102171,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22077,22011,2021-2022,22103041104,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-89.735532,30.28433,9053,A9902093,EARLY LRNG  CTR  AT GRACE MEMORIAL BAPTIST CHURCH,58516 PEARL ACRES RD,SLIDELL,LA,70461,22,22103,St. Tammany Parish,23,30.28433,-89.735532,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22076,22001,2021-2022,22103040601,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-90.035061,30.478666,9045,A1501769,SOUTHERN MAGNOLIA MONTESSORI SCHOOL,72074 LIVE OAK ST,ABITA SPRINGS,LA,70420,22,22103,St. Tammany Parish,23,30.478666,-90.035061,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22074,22011,2021-2022,22103041103,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-89.787952,30.249348,9040,537973,OUR LADY OF LOURDES ELEMENTARY SCHOOL,345 WESTCHESTER PL,SLIDELL,LA,70458,22,22103,St. Tammany Parish,23,30.249348,-89.787952,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22076,22001,2021-2022,22103040602,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-89.783031,30.29022,9046,A1701857,CHILDREN'S COLLEGE,967 CARNATION ST,SLIDELL,LA,70460,22,22103,St. Tammany Parish,23,30.29022,-89.783031,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22090,22001,2021-2022,22103041104,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
St. Tammany Parish,-90.105246,30.467439,9055,X0538365,ST PAULS HIGH SCHOOL,917 S JAHNCKE AVE,COVINGTON,LA,70433,22,22103,St. Tammany Parish,23,30.467439,-90.105246,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22077,22011,2021-2022,22103040710,22103,266168,207322,32362,2053,3821,689,3302,16619,76914,,1195,1000,649,421,572,1043,1521,2541
Tangipahoa Parish,-90.519313,30.734012,9058,541527,OAK FOREST ACADEMY,600 WALNUT ST,AMITE,LA,70422,22,22105,Tangipahoa Parish,31,30.734012,-90.519313,25220,"Hammond, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2205,22072,22012,2021-2022,22105953901,22105,133953,85044,39939,124,954,43,1157,6692,55274,,849,759,70,180,70,417,1083,2869
Tangipahoa Parish,-90.448731,30.48652,9061,A9102981,OAKS MONTESSORI SCHOOL,43283 S RANGE RD,HAMMOND,LA,70403,22,22105,Tangipahoa Parish,23,30.48652,-90.448731,25220,"Hammond, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22086,22011,2021-2022,22105954400,22105,133953,85044,39939,124,954,43,1157,6692,55274,,849,759,70,180,70,417,1083,2869
Tangipahoa Parish,-89.743585,30.279777,9056,X1920275,POPE JOHN PAUL II CATHOLIC HIGH SCHOOL,1901 JAGUAR DR,SLIDELL,LA,70461,22,22103,St. Tammany Parish,23,30.279777,-89.743585,35380,"New Orleans-Metairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22076,22001,2021-2022,22105953402,22105,133953,85044,39939,124,954,43,1157,6692,55274,,849,759,70,180,70,417,1083,2869
