,PCNTNM,NAME,PPHONE,PCNTY,PCNTY22,P_INDIAN,P_ASIAN,P_PACIFIC,P_HISP,P_WHITE,P_BLACK,P_TR,STTCH_RT,State,ZIP,RELIG,ORIENT
3538,HILLSBOROUGH,CARDINAL LACROIX ACADEMY,6036826272.0,11,1133,0.78125,6.25,0.0,9.375,42.1875,36.71875,4.6875,14.222222222,NH,3103,1,1
3539,STRAFFORD,ST MARY ACADEMY,6037423299.0,17,1733,0.0,4.7619047619,1.0582010582,3.7037037037,86.243386243,1.0582010582,3.1746031746,10.862068966,NH,3820,1,1
3540,ROCKINGHAM,ST PATRICK ACADEMY,5129445765.0,15,1533,0.0,1.5706806283,0.0,4.7120418848,89.528795812,0.0,4.1884816754,11.040462428,NH,3801,1,1
3541,CHESHIRE,ST JOSEPH REGIONAL SCHOOL,6033522720.0,5,533,0.0,5.2631578947,0.0,1.7543859649,88.596491228,2.1929824561,2.1929824561,7.2380952381,NH,3431,1,1
3542,STRAFFORD,ST THOMAS AQUINAS HIGH SCHOOL,6037423206.0,17,1733,0.2415458937,1.9323671498,0.0,3.8647342995,90.096618357,0.4830917874,3.3816425121,12.545454545,NH,3820,1,1
3543,MERRIMACK,ST PAUL'S SCHOOL,6032294800.0,13,1333,0.184501845,15.129151292,0.0,7.7490774908,62.361623616,7.9335793358,6.6420664207,6.9132653061,NH,33012,2,14
3544,MERRIMACK,PROCTOR ACADEMY,6037356641.0,13,1333,0.2659574468,7.4468085106,0.0,3.1914893617,86.436170213,2.6595744681,0.0,4.8205128205,NH,3216,3,30
3545,MERRIMACK,SPAULDING YOUTH CENTER,6032868901.0,13,1333,0.0,0.0,0.0,0.0,91.25,7.5,1.25,80.0,NH,3276,3,30
3546,CHESHIRE,DUBLIN SCHOOL,6035638584.0,5,533,0.0,15.950920245,0.0,4.2944785276,68.711656442,5.5214723926,5.5214723926,5.6993006993,NH,3444,3,30
3547,HILLSBOROUGH,HIGH MOWING SCHOOL,6036542391.0,11,1133,0.5617977528,2.808988764,0.5617977528,7.8651685393,81.741573034,5.6179775281,0.8426966292,10.626865672,NH,30865,3,30
3548,BELKNAP,LACONIA CHRISTIAN ACADEMY,6035243250.0,1,133,0.0,0.0,0.0,3.305785124,90.082644628,5.7851239669,0.826446281,8.5815602837,NH,3246,2,8
3549,BELKNAP,TILTON SCHOOL,6032861711.0,1,133,0.0,13.705583756,0.0,1.5228426396,78.680203046,6.0913705584,0.0,7.2693726937,NH,3276,3,30
3550,ROCKINGHAM,PHILLIPS EXETER ACADEMY,6037773601.0,15,1533,0.0939849624,32.894736842,0.0939849624,7.4248120301,42.293233083,11.936090226,5.2631578947,6.4680851064,NH,38332,3,30
3551,GRAFTON,CARDIGAN MOUNTAIN SCHOOL,6035234321.0,9,933,0.0,26.923076923,0.0,11.965811966,58.974358974,2.1367521368,0.0,4.6520874751,NH,3741,3,30
3552,HILLSBOROUGH,THE DERRYFIELD SCHOOL,6036694524.0,11,1133,0.0,11.246943765,0.0,4.8899755501,73.105134474,3.4229828851,7.3349633252,9.2743764172,NH,3104,3,30
3553,GRAFTON,WHITE MOUNTAIN SCHOOL,6034442928.0,9,933,0.0,14.179104478,0.0,8.2089552239,68.656716418,8.9552238806,0.0,4.962962963,NH,3574,1,1
3554,HILLSBOROUGH,THE WELL SCHOOL,6039246908.0,11,1133,0.0,0.0,0.0,0.9900990099,99.00990099,0.0,0.0,7.3188405797,NH,3458,3,30
3555,MERRIMACK,PINE HAVEN BOYS CENTER,6034857141.0,13,1333,0.0,0.0,0.0,4.5454545455,77.272727273,18.181818182,0.0,4.0740740741,NH,3275,3,30
3556,CHESHIRE,CEDARCREST SCHOOL,6033583384.0,5,533,0.0,0.0,0.0,0.0,92.307692308,7.6923076923,0.0,4.3333333333,NH,4431,3,30
3557,GRAFTON,CALVARY CHRISTIAN SCHOOL,6035364022.0,9,933,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.1428571429,NH,3264,2,5
3558,SULLIVAN,CLAREMONT CHRISTIAN ACADEMY,6035428759.0,19,1933,0.8196721311,1.6393442623,0.8196721311,4.0983606557,92.62295082,0.0,0.0,5.8095238095,NH,3743,2,5
3559,CHESHIRE,HAMPSHIRE COUNTRY SCHOOL,6038993325.0,5,533,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.1212121212,NH,34615,3,30
3560,HILLSBOROUGH,LEGACY BY GERSH AT CROTCHED MOUNTAIN,6035473311.0,11,1133,0.0,0.0,0.0,0.0,86.79245283,13.20754717,0.0,7.5714285714,NH,3047,3,30
3561,MERRIMACK,CONCORD CHRISTIAN ACADEMY,6032288888.0,13,1333,0.0,3.0100334448,0.0,3.6789297659,91.638795987,1.6722408027,0.0,9.4025157233,NH,3301,2,8
3562,BELKNAP,SANT BANI SCHOOL,6039344240.0,1,133,0.0,3.6764705882,0.0,1.4705882353,91.911764706,2.9411764706,0.0,7.5977653631,NH,3269,3,30
3563,SULLIVAN,ESTABROOK CHRISTIAN SCHOOL,6036752455.0,19,1933,0.0,0.0,0.0,0.0,81.818181818,18.181818182,0.0,11.0,NH,3781,2,28
3564,UNION,MOTHER SETON REGIONAL HIGH SCHOOL,7323821952.0,39,3934,0.5154639175,8.7628865979,0.0,11.855670103,38.144329897,26.804123711,13.917525773,9.3269230769,NJ,7066,1,1
3565,BERGEN,ACADEMY OF OUR LADY AT ST CATHARINE,2014450622.0,3,334,0.0,6.0747663551,0.0,4.6728971963,76.635514019,0.4672897196,12.14953271,12.96969697,NJ,7452,1,1
3566,BERGEN,ST LEO ELEMENTARY SCHOOL,2017965156.0,3,334,0.4716981132,5.1886792453,0.9433962264,33.018867925,37.735849057,17.924528302,4.7169811321,13.167701863,NJ,7407,1,1
3567,ESSEX,ST VINCENT ACADEMY,9736221613.0,13,1334,0.8510638298,1.2765957447,0.4255319149,29.361702128,21.276595745,46.382978723,0.4255319149,7.5806451613,NJ,7103,2,29
3568,BERGEN,BERGEN CATHOLIC HIGH SCHOOL,2016344120.0,3,334,0.0,10.071942446,0.1438848921,18.705035971,57.122302158,9.6402877698,4.3165467626,13.391136802,NJ,7649,1,1
3569,BERGEN,ACADEMY OF SAINT PAUL,2013271108.0,3,334,0.0,4.8780487805,0.0,16.463414634,64.634146341,5.487804878,8.5365853659,11.310344828,NJ,7446,1,1
3570,UNION,ST JOSEPH THE CARPENTER SCHOOL,9082456560.0,39,3934,0.0,3.4482758621,1.1494252874,25.287356322,14.942528736,48.850574713,6.3218390805,14.745762712,NJ,7203,1,1
3571,ESSEX,ST CASSIAN ELEMENTARY SCHOOL,9737461636.0,13,1334,0.0,6.9672131148,0.8196721311,27.459016393,51.229508197,6.1475409836,7.3770491803,10.472103004,NJ,7043,1,1
3572,UNION,HOLY TRINITY,9082330484.0,39,3934,0.0,0.9036144578,0.0,12.65060241,50.0,4.2168674699,32.228915663,14.06779661,NJ,7090,1,1
3573,BERGEN,ST JOSEPH REGIONAL HIGH SCHOOL,2013913300.0,3,334,0.4366812227,2.6200873362,0.0,16.375545852,59.170305677,12.227074236,9.1703056769,14.049079755,NJ,7645,1,1
3574,ESSEX,AQUINAS ACADEMY,9739921587.0,13,1334,0.0,2.1052631579,2.1052631579,14.210526316,24.736842105,51.052631579,5.7894736842,9.2233009709,NJ,7039,1,1
3575,HUDSON,ST PETERS PREPARATORY SCHOOL,2015472349.0,17,1734,0.0,11.674008811,0.550660793,19.273127753,49.449339207,12.555066079,6.4977973568,11.265508685,NJ,7302,1,1
3576,HUDSON,ST ALOYSIUS ELEMENTARY ACADEMY,2014334270.0,17,1734,0.0,28.301886792,0.0,18.867924528,20.754716981,22.012578616,10.062893082,11.438848921,NJ,7306,1,1
3577,HUDSON,OUR LADY OF CZESTOCHOWA,2014342405.0,17,1734,1.9553072626,43.296089385,0.2793296089,13.966480447,25.139664804,5.3072625698,10.055865922,14.916666667,NJ,7302,1,1
3578,HUDSON,HUDSON CATHOLIC REGIONAL HIGH SCHOOL,2013325970.0,17,1734,0.0,9.375,0.0,28.90625,28.7109375,25.5859375,7.421875,14.02739726,NJ,7306,1,1
3579,BERGEN,ST ELIZABETH SCHOOL,2018911481.0,3,334,0.0,3.1055900621,0.0,3.7267080745,90.683229814,1.8633540373,0.6211180124,10.320512821,NJ,7481,1,1
3580,HUDSON,ST DOMINIC ACADEMY,2014345938.0,17,1734,0.0,14.691943128,0.0,15.639810427,47.393364929,14.218009479,8.0568720379,5.9269662921,NJ,7304,1,1
3581,UNION,ST BARTHOLOMEW ACADEMY,9083224265.0,39,3934,0.0,1.6949152542,0.0,8.8983050847,63.983050847,8.8983050847,16.525423729,18.88,NJ,7076,1,1
3582,BERGEN,IMMACULATE CONCEPTION HIGH SCHOOL,9738364578.0,3,334,0.0,3.0303030303,0.0,25.0,50.757575758,5.303030303,15.909090909,9.2307692308,NJ,7644,1,1
3583,HUDSON,ST JOSEPH ELEMENTARY SCHOOL,2016530128.0,17,1734,0.0,17.647058824,0.0,22.875816993,27.450980392,32.026143791,0.0,12.644628099,NJ,7306,1,1
3584,ESSEX,MOUNT SAINT DOMINIC ACADEMY,9732260660.0,13,1334,0.0,3.056768559,0.0,9.1703056769,71.615720524,6.9868995633,9.1703056769,8.8076923077,NJ,7006,1,1
3585,HUDSON,HOBOKEN CATHOLIC ACADEMY,2019639535.0,17,1734,0.0,29.571984436,0.0,7.3929961089,53.307392996,2.7237354086,7.0038910506,12.0657277,NJ,7030,1,1
3586,ESSEX,ST CATHERINE OF SIENA SCHOOL,9732396968.0,13,1334,0.0,6.25,0.0,22.916666667,61.979166667,3.6458333333,5.2083333333,15.867768595,NJ,7009,1,1
3587,UNION,ST MICHAEL SCHOOL,9082769425.0,39,3934,0.0,6.4150943396,0.0,18.867924528,65.660377358,3.0188679245,6.0377358491,14.324324324,NJ,7016,1,1
3588,ESSEX,ST JOSEPH ELEMENTARY SCHOOL,9736742326.0,13,1334,0.0,0.0,0.0,1.7964071856,0.5988023952,97.604790419,0.0,13.253968254,NJ,7018,1,1
3589,BERGEN,CORPUS CHRISTI SCHOOL,2012880614.0,3,334,0.0,9.5563139932,0.3412969283,38.566552901,41.979522184,3.0716723549,6.4846416382,10.811808118,NJ,7604,1,1
3590,BERGEN,ST JOHN'S ACADEMY,2016646364.0,3,334,0.0,4.5454545455,0.0,21.212121212,68.686868687,1.5151515152,4.0404040404,11.578947368,NJ,7642,1,1
3591,ESSEX,ST THOMAS THE APOSTLE SCHOOL,9733388505.0,13,1334,0.0,7.2538860104,0.0,28.497409326,46.632124352,10.362694301,7.2538860104,13.310344828,NJ,7003,1,1
3592,BERGEN,DON BOSCO PREPARATORY HIGH SCHOOL,2013378003.0,3,334,0.0,5.2151238592,0.9126466754,15.775749674,65.319426336,7.4315514993,5.3455019557,13.945454545,NJ,7446,1,1
3593,BERGEN,ST PETER ACADEMY,2012613468.0,3,334,0.0,14.583333333,0.0,36.111111111,32.638888889,6.25,10.416666667,7.955801105,NJ,7661,1,1
3594,UNION,UNION CATHOLIC REGIONAL HIGH SCHOOL,9088891600.0,39,3934,0.0,4.2517006803,0.1700680272,12.414965986,59.013605442,16.836734694,7.3129251701,10.407079646,NJ,7076,1,1
3595,UNION,ORATORY PREPARATORY SCHOOL,9082731084.0,39,3934,0.0,3.0456852792,0.0,3.2994923858,91.116751269,1.7766497462,0.7614213198,10.677506775,NJ,7901,1,1
3596,BERGEN,ACADEMY OF OUR LADY OF MOUNT CARMEL,2015676491.0,3,334,0.0,24.76635514,0.0,11.682242991,33.644859813,14.018691589,15.887850467,13.544303797,NJ,7670,1,1
3597,UNION,ST MICHAEL PARISH SCHOOL,9086881063.0,39,3934,0.0,11.356466877,1.5772870662,11.67192429,14.195583596,54.889589905,6.309148265,14.088888889,NJ,7083,1,1
3598,HUDSON,ST FRANCIS ACADEMY,2018634112.0,17,1734,0.0,12.916666667,0.0,24.166666667,41.25,0.8333333333,20.833333333,12.972972973,NJ,7087,1,1
3599,ESSEX,LACORDAIRE ACADEMY,9737441156.0,13,1334,0.0,12.075471698,0.0,13.58490566,35.094339623,23.396226415,15.849056604,8.2043343653,NJ,7043,1,1
3600,ESSEX,OUR LADY OF THE LAKE SCHOOL,9732391160.0,13,1334,0.0,4.7058823529,0.0,12.941176471,68.235294118,4.7058823529,9.4117647059,11.486486486,NJ,7044,1,1
3601,BERGEN,IMMACULATE HEART ACADEMY,2014456800.0,3,334,0.8,5.92,0.96,12.64,73.92,3.52,2.24,7.4316290131,NJ,7676,1,1
3602,BERGEN,QUEEN OF PEACE ELEMENTARY SCHOOL,2019988222.0,3,334,0.0,5.4794520548,0.0,51.369863014,38.356164384,0.6849315068,4.1095890411,10.579710145,NJ,7031,1,1
3603,ESSEX,ST MICHAEL SCHOOL,9734827400.0,13,1334,0.0,0.8097165992,0.4048582996,63.967611336,13.360323887,13.360323887,8.0971659919,15.153374233,NJ,71042,1,1
3604,HUDSON,ST NICHOLAS SCHOOL,2016595948.0,17,1734,21.476510067,24.161073826,6.711409396,21.476510067,21.476510067,4.6979865772,0.0,11.461538462,NJ,7307,1,1
3605,ESSEX,ST ROSE OF LIMA ACADEMY,9733793973.0,13,1334,0.0,1.4925373134,0.0,8.9552238806,49.751243781,30.845771144,8.9552238806,12.5625,NJ,7078,1,1
3606,ESSEX,IMMACULATE CONCEPTION HIGH SCHOOL,9737447445.0,13,1334,0.0,0.0,0.0,32.520325203,4.0650406504,63.414634146,0.0,9.84,NJ,7042,1,1
3607,BERGEN,VISITATION ACADEMY,2012626067.0,3,334,1.0989010989,13.186813187,0.5494505495,29.120879121,35.164835165,6.043956044,14.835164835,9.8378378378,NJ,7652,1,1
3608,BERGEN,SACRED HEART SCHOOL,2019394277.0,3,334,0.6289308176,10.062893082,0.0,25.471698113,60.377358491,0.9433962264,2.5157232704,11.954887218,NJ,7071,1,1
3609,HUDSON,SACRED HEART SCHOOL,2013327111.0,17,1734,0.0,2.4096385542,0.0,3.0120481928,0.0,94.578313253,0.0,18.651685393,NJ,7305,1,1
3610,ESSEX,SETON HALL PREPARATORY SCHOOL,9733256626.0,13,1334,0.0,5.9426229508,0.1024590164,12.909836066,65.163934426,10.758196721,5.1229508197,13.135935397,NJ,7052,1,1
3611,BERGEN,FELICIAN SCHOOL FOR EXCEPTIONAL CHILDREN,9737775355.0,3,334,0.0,4.7619047619,0.0,47.619047619,38.095238095,9.5238095238,0.0,3.5,NJ,7644,3,30
3612,BERGEN,ACADEMY OF THE HOLY ANGELS,2017687822.0,3,334,0.1883239171,13.747645951,0.1883239171,6.9679849341,67.043314501,3.0131826742,8.8512241055,10.881147541,NJ,7627,1,1
3613,BERGEN,ACADEMY OF THE MOST BLESSED SACRAMENT,2018914250.0,3,334,0.0,0.7936507937,0.0,7.1428571429,85.714285714,1.5873015873,4.7619047619,8.3443708609,NJ,7417,1,1
3614,CAMDEN,PAUL VI HIGH SCHOOL,8568584900.0,7,734,0.0,3.2553407935,0.508646999,5.9003051882,78.128179044,9.2573753815,2.9501525941,15.627980922,NJ,8033,1,1
3615,ATLANTIC,ST AUGUSTINE PREPARATORY SCHOOL,8566972600.0,1,134,0.5979073244,1.9431988042,0.2989536622,4.932735426,84.603886398,7.6233183857,0.0,10.825242718,NJ,83502,1,1
3616,CAMDEN,ST CECILIA ELEMENTARY SCHOOL,8566620149.0,7,734,0.5263157895,10.526315789,0.5263157895,56.315789474,6.3157894737,24.210526316,1.5789473684,15.447154472,NJ,8110,1,1
3617,ATLANTIC,ASSUMPTION REGIONAL CATHOLIC SCHOOL,6096527134.0,1,134,0.0,0.8720930233,0.8720930233,1.7441860465,72.674418605,14.534883721,9.3023255814,13.230769231,NJ,8205,1,1
3618,CAMDEN,JOHN PAUL II REGIONAL SCHOOL,8567833088.0,7,734,0.0,2.2831050228,0.0,19.634703196,55.707762557,19.178082192,3.196347032,14.129032258,NJ,8084,1,1
3619,CUMBERLAND,BISHOP SCHAD REGIONAL SCHOOL,8566914490.0,11,1134,0.0,0.0,0.0,75.155279503,24.223602484,0.6211180124,0.0,15.480769231,NJ,8360,1,1
3620,ATLANTIC,ST MARYS REGIONAL SCHOOL,8566928537.0,1,134,0.0,2.9661016949,0.0,25.0,66.949152542,0.4237288136,4.6610169492,11.859296482,NJ,8360,1,1
3621,GLOUCESTER,ST MARGARET REGIONAL SCHOOL,8568455200.0,15,1534,0.0,4.6798029557,0.0,4.4334975369,87.931034483,0.2463054187,2.7093596059,10.252525253,NJ,8097,1,1
3622,ATLANTIC,ST JOSEPH HIGH SCHOOL,6095618700.0,1,134,0.0,2.1428571429,0.0,5.0,70.0,22.857142857,0.0,10.0,NJ,8037,1,1
3623,CAMDEN,CHRIST THE KING REGIONAL SCHOOL,8564292084.0,7,734,0.0,2.6785714286,0.0,2.380952381,85.119047619,2.9761904762,6.8452380952,56.0,NJ,8033,1,1
3624,CAMDEN,ST ROSE OF LIMA ELEMENTARY SCHOOL,8565466166.0,7,734,0.0,0.0,0.0,2.5280898876,97.191011236,0.2808988764,0.0,11.125,NJ,80351,1,1
3625,GLOUCESTER,ST MICHAEL THE ARCHANGEL REGIONAL SCHOOL,8568810067.0,15,1534,0.0,1.5463917526,0.0,8.7628865979,86.082474227,1.0309278351,2.5773195876,16.440677966,NJ,8312,1,1
3626,CAMDEN,RESURRECTION CATHOLIC SCHOOL,8566673034.0,7,734,0.0,9.186351706,0.2624671916,12.860892388,71.128608924,2.8871391076,3.6745406824,13.183391003,NJ,8034,1,1
3627,ATLANTIC,OUR LADY STAR OF THE SEA REGIONAL,6093450648.0,1,134,0.0,14.942528736,0.0,49.425287356,14.942528736,20.689655172,0.0,8.7,NJ,8401,1,1
3628,CAMDEN,ST PETER ELEMENTARY SCHOOL,8566655879.0,7,734,0.0,8.1730769231,0.0,30.769230769,50.480769231,10.576923077,0.0,13.506493506,NJ,8109,1,1
3629,CAMDEN,ST JOSEPH PRO-CATHEDRAL SCHOOL,5696443365.0,7,734,0.0,15.471698113,0.0,79.622641509,0.0,4.9056603774,0.0,10.816326531,NJ,8105,1,1
3630,GLOUCESTER,ST MARY SCHOOL,8566296190.0,15,1534,0.0,2.9891304348,0.0,8.152173913,81.52173913,3.2608695652,4.0760869565,14.431372549,NJ,8094,1,1
3631,CAPE MAY,WILDWOOD CATHOLIC ACADEMY,6095227257.0,9,934,0.0,2.743902439,0.0,5.7926829268,81.402439024,6.4024390244,3.6585365854,9.9696048632,NJ,8260,1,1
3632,GLOUCESTER,HOLY ANGELS CATHOLIC,8568486826.0,15,1534,0.0,1.4084507042,0.0,2.8169014085,88.028169014,5.6338028169,2.1126760563,11.36,NJ,8096,1,1
3633,CAMDEN,HOLY NAME SCHOOL,8563657930.0,7,734,0.0,0.0,0.0,78.321678322,0.0,21.678321678,0.0,12.327586207,NJ,8102,1,1
3634,SUSSEX,REV GEORGE A BROWN SCHOOL,9737296125.0,37,3734,0.0,0.9316770186,0.3105590062,8.3850931677,73.913043478,2.7950310559,13.664596273,13.472803347,NJ,7871,1,1
3635,MORRIS,ALL SAINTS ACADEMY,9733344704.0,27,2734,0.0,0.6802721088,0.0,17.68707483,72.789115646,3.4013605442,5.4421768707,7.9459459459,NJ,7054,1,1
3636,PASSAIC,ST GERARD MAJELLA SCHOOL,9735955640.0,31,3134,0.0,0.6944444444,0.0,76.388888889,1.3888888889,11.111111111,10.416666667,10.434782609,NJ,7522,1,1
3637,PASSAIC,ACADEMY OF ST JAMES OF THE MARCHES,9739568824.0,31,3134,0.0,0.0,0.0,60.773480663,12.154696133,14.917127072,12.154696133,12.836879433,NJ,7512,1,1
3638,MORRIS,ST THERESE SCHOOL,9735840812.0,27,2734,0.0,3.3980582524,0.0,7.2815533981,85.922330097,2.427184466,0.9708737864,18.558558559,NJ,7876,1,1
3639,MORRIS,ST VINCENT MARTYR SCHOOL,9733771104.0,27,2734,0.0,6.0693641618,0.0,4.3352601156,88.439306358,1.1560693642,0.0,13.84,NJ,7940,1,1
3640,MORRIS,OUR LADY OF MOUNT CARMEL SCHOOL,9733342777.0,27,2734,0.0,3.0769230769,0.5128205128,16.923076923,73.333333333,0.0,6.1538461538,23.214285714,NJ,7005,1,1
3641,MORRIS,MORRIS CATHOLIC HIGH SCHOOL,9736276674.0,27,2734,0.0,4.3147208122,0.0,10.406091371,64.467005076,9.3908629442,11.421319797,9.825436409,NJ,7834,1,1
3642,PASSAIC,MARY HELP OF CHRISTIANS ACADEMY,9737906200.0,31,3134,0.0,3.8961038961,0.0,27.922077922,61.688311688,5.1948051948,1.2987012987,8.6516853933,NJ,7508,1,1
3643,PASSAIC,IMMACULATE HEART OF MARY SCHOOL,9736941225.0,31,3134,0.0,5.9523809524,0.0,11.904761905,65.476190476,5.9523809524,10.714285714,12.631578947,NJ,7470,1,1
3644,PASSAIC,DE PAUL CATHOLIC HIGH SCHOOL,9736943702.0,31,3134,0.0,13.978494624,0.0,21.505376344,43.010752688,21.505376344,0.0,13.922155689,NJ,7470,1,1
3645,MORRIS,ASSUMPTION OF THE BVM SCHOOL,9735380590.0,27,2734,0.0,0.2754820937,0.2754820937,1.652892562,89.256198347,2.479338843,6.0606060606,8.5613207547,NJ,7960,1,1
3646,MERCER,ST ANN ELEMENTARY SCHOOL,6098828077.0,21,2134,0.0,7.1428571429,1.0204081633,11.224489796,53.571428571,25.0,2.0408163265,11.951219512,NJ,8648,1,1
3647,MONMOUTH,CHRISTIAN BROTHERS ACADEMY,7327471959.0,25,2534,0.0,2.6255707763,0.0,10.616438356,79.452054795,0.4566210046,6.8493150685,13.623639191,NJ,7738,1,1
3648,MONMOUTH,ST LEO THE GREAT SCHOOL,7327413133.0,25,2534,0.0,0.7168458781,0.0,5.9139784946,90.501792115,0.3584229391,2.5089605735,15.942857143,NJ,7738,1,1
3649,BURLINGTON,ST JOAN OF ARC ELEMENTARY SCHOOL,8569830774.0,5,534,0.0,4.2682926829,0.9146341463,3.3536585366,84.146341463,3.9634146341,3.3536585366,13.333333333,NJ,8053,1,1
3650,MIDDLESEX,ST HELENA SCHOOL,9087703008.0,23,2334,0.0,62.921348315,1.6853932584,6.1797752809,16.853932584,6.7415730337,5.6179775281,11.41025641,NJ,8820,1,1
3651,MIDDLESEX,ST BARTHOLOMEW SCHOOL,7322547105.0,23,2334,0.8287292818,5.8011049724,0.0,21.546961326,54.696132597,4.6961325967,12.430939227,15.146443515,NJ,8816,1,1
3652,MONMOUTH,OUR LADY OF MT CARMEL SCHOOL,7327758989.0,25,2534,0.0,0.5050505051,0.0,66.666666667,2.0202020202,30.808080808,0.0,14.666666667,NJ,7712,1,1
3653,SOMERSET,SCHOOL OF SAINT ELIZABETH,9087660244.0,35,3534,0.0,0.6369426752,0.0,4.4585987261,92.993630573,1.2738853503,0.6369426752,14.537037037,NJ,7924,1,1
3654,MONMOUTH,ST ROSE HIGH SCHOOL,7326812858.0,25,2534,0.0,3.1413612565,0.0,3.4031413613,91.09947644,1.832460733,0.5235602094,9.7698209719,NJ,7719,1,1
3655,MONMOUTH,ST ROSE GRAMMAR SCHOOL,7326815555.0,25,2534,0.0,1.0309278351,0.6872852234,6.1855670103,90.034364261,1.3745704467,0.6872852234,13.049327354,NJ,7719,1,1
3656,SOMERSET,ST JAMES SCHOOL,9087664774.0,35,3534,0.3496503497,5.5944055944,0.0,6.993006993,78.321678322,1.048951049,7.6923076923,10.592592593,NJ,7920,1,1
3657,MIDDLESEX,ST JOHN VIANNEY SCHOOL,7323881662.0,23,2334,0.0,6.9387755102,0.0,15.102040816,66.12244898,6.1224489796,5.7142857143,13.764044944,NJ,7067,1,1
3658,BURLINGTON,ST CHARLES BORROMEO,8568292778.0,5,534,0.0,0.5882352941,0.0,9.4117647059,80.0,10.0,0.0,14.782608696,NJ,8077,1,1
3659,MIDDLESEX,ST JOSEPH ELEMENTARY SCHOOL,7325417111.0,23,2334,0.0,16.483516484,0.0,21.978021978,21.978021978,17.582417582,21.978021978,6.2328767123,NJ,7008,1,1
3660,BURLINGTON,ST PAUL SCHOOL,6093861645.0,5,534,0.0,2.8169014085,0.0,16.197183099,52.112676056,26.76056338,2.1126760563,142.0,NJ,8016,1,1
3661,MIDDLESEX,ASSUMPTION CATHOLIC SCHOOL,7328268721.0,23,2334,0.0,0.0,0.0,63.57615894,28.476821192,7.9470198675,0.0,15.252525253,NJ,8861,2,29
3662,WARREN,STS PHILIP & JAMES SCHOOL,9088596064.0,41,4134,0.0,2.5974025974,2.5974025974,5.1948051948,80.519480519,5.8441558442,3.2467532468,9.0058479532,NJ,8865,1,1
3663,OCEAN,ST PETER SCHOOL,7328921260.0,29,2934,1.724137931,4.3103448276,0.8620689655,2.5862068966,87.931034483,0.8620689655,1.724137931,8.992248062,NJ,8742,1,1
3664,MERCER,ST PAUL SCHOOL OF PRINCETON,6099217587.0,21,2134,0.0,4.9180327869,0.0,9.5081967213,76.721311475,4.9180327869,3.9344262295,12.248995984,NJ,8542,1,1
3665,MONMOUTH,ST JAMES ELEMENTARY SCHOOL,7327413363.0,25,2534,0.0,2.479338843,0.0,4.132231405,89.531680441,2.2038567493,1.652892562,18.333333333,NJ,7701,1,1
3666,BURLINGTON,HOLY CROSS PREPARATORY ACADEMY,8564615400.0,5,534,0.0,3.8759689922,0.0,5.8139534884,70.542635659,13.178294574,6.5891472868,15.087719298,NJ,8075,1,1
3667,MONMOUTH,HOLY CROSS ACADEMY,7327083113.0,25,2534,0.0,0.0,0.0,1.1494252874,97.126436782,0.0,1.724137931,9.7206703911,NJ,7760,1,1
3668,MIDDLESEX,OUR LADY OF VICTORIES,7322541676.0,23,2334,0.0,13.114754098,0.0,16.393442623,62.295081967,8.1967213115,0.0,5.1260504202,NJ,8872,1,1
3669,MIDDLESEX,ST STANISLAUS KOSTKA SCHOOL,7322545819.0,23,2334,0.0,10.526315789,3.5087719298,7.8947368421,61.403508772,5.2631578947,11.403508772,8.2608695652,NJ,8872,1,1
3670,SOMERSET,ST MATTHIAS ELEMENTARY SCHOOL,7328281402.0,35,3534,0.0,13.524590164,0.0,5.737704918,56.557377049,9.8360655738,14.344262295,11.348837209,NJ,8873,1,1
3671,MIDDLESEX,ST FRANCIS CATHEDRAL SCHOOL,7325483107.0,23,2334,0.8108108108,18.648648649,0.0,1.0810810811,61.891891892,2.972972973,14.594594595,16.086956522,NJ,8840,1,1
3672,MIDDLESEX,IMMACULATE CONCEPTION SCHOOL,7322513090.0,23,2334,0.0,5.2941176471,0.0,8.8235294118,69.411764706,2.3529411765,14.117647059,12.31884058,NJ,8884,1,1
3673,OCEAN,ST JOSEPH GRADE SCHOOL,7323492355.0,29,2934,0.0,4.4088176353,0.6012024048,8.2164328657,78.356713427,3.4068136273,5.0100200401,20.450819672,NJ,8753,1,1
3674,OCEAN,DONOVAN CATHOLIC HIGH SCHOOL,7323498801.0,29,2934,0.7800312012,7.0202808112,0.624024961,11.856474259,67.862714509,7.488299532,4.368174727,20.677419355,NJ,8753,1,1
3675,MERCER,TRENTON CATHOLIC PREPARATORY ACADEMY-UPPER,6095863075.0,21,2134,0.0,0.5154639175,0.0,52.06185567,7.7319587629,38.659793814,1.0309278351,16.033057851,NJ,8610,1,1
3676,MERCER,ST RAPHAEL SCHOOL,6095857733.0,21,2134,0.0,4.9645390071,1.4184397163,9.9290780142,65.24822695,14.893617021,3.5460992908,8.3928571429,NJ,8610,1,1
3677,MONMOUTH,ST JEROME ELEMENTARY SCHOOL,7322228686.0,25,2534,0.0,3.6036036036,3.1531531532,17.567567568,66.216216216,7.6576576577,1.8018018018,17.076923077,NJ,7764,1,1
3678,MIDDLESEX,ST THOMAS THE APOSTLE SCHOOL,7322514812.0,23,2334,0.0,16.369047619,0.5952380952,8.3333333333,53.571428571,10.714285714,10.416666667,12.043010753,NJ,8857,1,1
